param cardN := 47;
param cardV := 4;
param cardK := 3;
param V := 
1 10
2 18.0
3 20
4 5
5 18.0
6 10
7 10
8 3
9 10.0
10 5
11 10
12 18.0
13 18.0
14 10
15 10.0
16 10.0
17 5
18 10
19 10
20 15
21 4.3
22 4.3
23 5
24 30
25 10
26 10
27 10
28 4.3
29 10
30 20
31 10.0
32 5
33 10
34 5
35 3
36 2
37 5
38 10.0
39 18.0
40 10
41 5
42 10
43 20
44 10.0
45 5
46 3
47 2
;
param W := 
1 6000
2 7000
3 8000
4 1000
5 7500
6 4000
7 6000
8 1000
9 5000
10 2000
11 3000
12 7500
13 7500
14 8000
15 5100
16 4000
17 2000
18 6000
19 3000
20 5000
21 1500
22 1300
23 3000
24 10000
25 7000
26 6000
27 4000
28 1000
29 6000
30 10000
31 5000
32 2000
33 6000
34 3000
35 1000
36 1000
37 5000
38 6000
39 8000
40 5000
41 2000
42 7000
43 10000
44 5000
45 2000
46 1000
47 500
;
param V_max := 
1 92.6
2 65.3
3 72.6
4 83.3
;
param W_max := 
1 42084
2 30527
3 31784
4 37397
;
param p := 
1 1
2 0
3 0
4 1
5 0
6 0
7 1
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 1
18 1
19 0
20 1
21 1
22 1
23 1
24 0
25 0
26 1
27 1
28 0
29 1
30 0
31 1
32 0
33 0
34 0
35 1
36 0
37 0
38 0
39 1
40 0
41 0
42 0
43 0
44 0
45 1
46 0
47 0
;
param r := 
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 1
10 0
11 0
12 0
13 0
14 0
15 1
16 1
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 1
25 1
26 0
27 0
28 0
29 0
30 1
31 0
32 1
33 0
34 0
35 0
36 0
37 0
38 1
39 0
40 0
41 0
42 0
43 1
44 0
45 0
46 0
47 1
;
param s := 
1 1 0.0
1 2 0.0
1 3 0.0
2 1 1.0
2 2 0.0
2 3 0.0
3 1 0.0
3 2 0.0
3 3 0.0
4 1 0.0
4 2 0.0
4 3 0.0
5 1 1.0
5 2 0.0
5 3 0.0
6 1 0.0
6 2 0.0
6 3 0.0
7 1 0.0
7 2 0.0
7 3 0.0
8 1 0.0
8 2 0.0
8 3 0.0
9 1 0.0
9 2 1.0
9 3 0.0
10 1 0.0
10 2 0.0
10 3 0.0
11 1 0.0
11 2 0.0
11 3 0.0
12 1 1.0
12 2 0.0
12 3 0.0
13 1 1.0
13 2 0.0
13 3 0.0
14 1 0.0
14 2 0.0
14 3 0.0
15 1 0.0
15 2 1.0
15 3 0.0
16 1 0.0
16 2 1.0
16 3 0.0
17 1 0.0
17 2 0.0
17 3 0.0
18 1 0.0
18 2 0.0
18 3 0.0
19 1 0.0
19 2 0.0
19 3 0.0
20 1 0.0
20 2 0.0
20 3 0.0
21 1 0.0
21 2 0.0
21 3 1.0
22 1 0.0
22 2 0.0
22 3 1.0
23 1 0.0
23 2 0.0
23 3 0.0
24 1 0.0
24 2 0.0
24 3 0.0
25 1 0.0
25 2 0.0
25 3 0.0
26 1 0.0
26 2 0.0
26 3 0.0
27 1 0.0
27 2 0.0
27 3 0.0
28 1 0.0
28 2 0.0
28 3 1.0
29 1 0.0
29 2 0.0
29 3 0.0
30 1 0.0
30 2 0.0
30 3 0.0
31 1 0.0
31 2 1.0
31 3 0.0
32 1 0.0
32 2 0.0
32 3 0.0
33 1 0.0
33 2 0.0
33 3 0.0
34 1 0.0
34 2 0.0
34 3 0.0
35 1 0.0
35 2 0.0
35 3 0.0
36 1 0.0
36 2 0.0
36 3 0.0
37 1 0.0
37 2 0.0
37 3 0.0
38 1 0.0
38 2 1.0
38 3 0.0
39 1 1.0
39 2 0.0
39 3 0.0
40 1 0.0
40 2 0.0
40 3 0.0
41 1 0.0
41 2 0.0
41 3 0.0
42 1 0.0
42 2 0.0
42 3 0.0
43 1 0.0
43 2 0.0
43 3 0.0
44 1 0.0
44 2 1.0
44 3 0.0
45 1 0.0
45 2 0.0
45 3 0.0
46 1 0.0
46 2 0.0
46 3 0.0
47 1 0.0
47 2 0.0
47 3 0.0
;
param S_max := 
1 1 3
1 2 3
1 3 2
2 1 2
2 2 2
2 3 1
3 1 3
3 2 0
3 3 2
4 1 3
4 2 2
4 3 1
;
param g := 
1 100
2 170
3 175
4 60
5 160
6 90
7 91
8 16
9 100
10 54
11 103
12 180
13 185
14 100
15 70
16 150
17 52
18 80
19 60
20 150
21 40
22 30
23 45
24 350
25 99
26 105
27 109
28 40
29 80
30 195
31 99
32 50
33 100
34 52
35 30
36 31
37 52
38 100
39 152
40 90
41 54
42 63
43 150
44 120
45 50
46 35
47 22
;
param t_d := 
1 9.0
2 10.0
3 13.0
4 9.0
5 10.0
6 10.0
7 9.0
8 13.0
9 13.0
10 13.0
11 13.0
12 13.0
13 13.0
14 10.0
15 10.0
16 10.0
17 9.0
18 9.0
19 13.0
20 9.0
21 9.0
22 9.5
23 13.0
24 10.0
25 13.0
26 9.0
27 9.0
28 13.0
29 9.0
30 10.0
31 9.0
32 10.0
33 13.0
34 10.0
35 9.0
36 10.0
37 9.0
38 9.0
39 9.0
40 9.0
41 13.0
42 13.0
43 9.0
44 10.0
45 10.0
46 9.0
47 9.0
;
param t_f := 
1 12.0
2 17.0
3 17.0
4 12.0
5 13.0
6 13.0
7 13.5
8 14.0
9 17.0
10 17.0
11 17.0
12 17.0
13 17.0
14 13.0
15 13.0
16 17.0
17 13.5
18 12.0
19 17.0
20 13.5
21 12.0
22 12.0
23 17.0
24 13.0
25 17.0
26 12.0
27 12.0
28 17.0
29 12.0
30 17.0
31 12.0
32 13.0
33 17.0
34 13.0
35 13.0
36 13.0
37 12.0
38 12.0
39 12.0
40 12.0
41 17.0
42 17.0
43 17.0
44 17.0
45 17.0
46 17.0
47 17.0
;
param T_d := 
1 9.166666666666666
2 10.416666666666666
3 13.766666666666667
4 9.5
;
param T_f := 
1 12.0
2 13.366666666666667
3 16.1
4 12.4
;
param o_c := 
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
22 1
23 1
24 1
25 1
26 1
27 1
28 1
29 1
30 1
31 -1
32 -1
33 -1
34 -1
35 -1
36 -1
37 -1
38 -1
39 -1
40 -1
41 -1
42 -1
43 -1
44 -1
45 -1
46 -1
47 -1
;
param o_a := 
1 1
2 1
3 1
4 -1
;
param pch := 
1 1.0
2 0.0
3 0.0
4 1.0
5 0.0
6 1.0
7 0.0
8 0.0
9 1.0
10 1.0
11 0.0
12 0.0
13 1.0
14 1.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 1.0
21 0.0
22 0.0
23 1.0
24 0.0
25 0.0
26 1.0
27 0.0
